source,period,Label,count
56666,2015,1,1
56667,2016,1,1
56668,2016,1,1
56669,2017,1,1
56670,2014,1,1
56670,2016,1,1
56672,2014,1,9
56674,2014,1,2
56674,2015,1,2
56675,2017,1,1
56678,2016,1,1
56679,2015,1,2
56680,2016,1,1
56681,2014,1,1
56681,2016,1,1
56683,2015,1,1
56683,2016,1,1
56684,2015,1,1
56684,2016,1,10
56684,2017,1,4
56685,2017,1,1
56686,2015,1,1
56687,2015,1,1
56688,2014,1,5
56688,2015,1,15
56688,2016,-1,2
56688,2016,1,8
56688,2017,1,7
56689,2015,1,3
56690,2014,1,1
56691,2016,1,1
56692,2014,1,1
56692,2016,1,2
56693,2014,1,1
56694,2014,1,1
56695,2014,1,1
56695,2015,1,1
56696,2017,1,2
56697,2016,1,1
56698,2016,1,1
56699,2017,1,1
56700,2014,1,1
56701,2017,1,2
56703,2015,1,1
56703,2016,1,1
56705,2014,1,2
56705,2015,1,1
56706,2015,1,8
56706,2016,1,6
56707,2014,1,1
56708,2015,1,10
56708,2016,1,2
56708,2017,1,2
56709,2015,1,1
56709,2017,1,2
56710,2015,1,2
56711,2016,1,1
56712,2015,1,1
56712,2016,1,1
56712,2017,1,1
56713,2014,1,4
56713,2015,1,1
56714,2015,1,1
56714,2016,1,3
56715,2017,1,2
56718,2015,1,1
56720,2015,1,2
56721,2016,1,1
56722,2015,1,2
56723,2016,-1,1
56724,2016,1,1
56725,2014,1,1
56725,2016,1,1
56726,2014,1,1
56726,2015,1,2
56726,2016,1,6
56726,2017,1,2
56727,2014,1,1
56728,2015,-1,2
56728,2015,1,18
56728,2016,1,2
56729,2016,1,1
56730,2014,1,14
56730,2015,1,14
56730,2016,1,1
56731,2016,1,1
56732,2016,-1,1
56733,2015,1,1
56734,2014,-1,1
56734,2014,1,29
56734,2015,-1,3
56734,2015,1,93
56734,2016,-1,6
56734,2016,1,60
56734,2017,1,18
56735,2014,1,1
56736,2014,-1,1
56736,2014,1,1
56736,2015,1,4
56736,2016,1,5
56738,2014,1,2
56738,2015,-1,1
56738,2015,1,1
56738,2016,1,4
56738,2017,1,1
56739,2016,-1,1
56739,2016,1,15
56739,2017,-1,7
56739,2017,1,31
56740,2017,1,1
56744,2014,-1,7
56744,2014,1,18
56744,2015,-1,2
56744,2015,1,4
56744,2016,-1,1
56744,2016,1,2
56745,2014,-1,1
56746,2016,1,1
56747,2016,1,9
56747,2017,-1,1
56748,2016,1,1
56749,2015,1,1
56749,2016,1,1
56751,2015,1,1
56752,2017,1,1
56753,2016,1,1
56753,2017,1,2
56756,2014,1,2
56756,2015,-1,1
56756,2015,1,12
56756,2016,-1,1
56756,2016,1,21
56756,2017,-1,2
56756,2017,1,4
56757,2014,1,1
56759,2017,1,1
56760,2015,1,1
56761,2016,1,1
56763,2014,1,3
56763,2015,1,2
56763,2016,1,2
56764,2016,1,2
56765,2015,1,3
56766,2015,1,2
56767,2016,1,1
56769,2014,1,13
56769,2015,-1,4
56769,2015,1,22
56769,2016,1,23
56769,2017,1,11
56770,2016,1,1
56770,2017,1,3
56771,2016,1,8
56772,2014,1,2
56772,2015,1,5
56773,2015,1,9
56774,2014,1,2
56776,2016,1,2
56777,2014,-1,2
56777,2014,1,67
56777,2015,-1,1
56777,2015,1,35
56777,2016,-1,1
56777,2016,1,49
56777,2017,1,13
56778,2014,1,1
56779,2014,1,1
56780,2015,1,1
56782,2016,1,3
56783,2014,1,2
56783,2016,1,1
56785,2016,1,1
56786,2014,1,1
56788,2015,1,1
56789,2014,1,1
56789,2015,1,2
56789,2016,1,2
56789,2017,-1,2
56790,2017,1,2
56791,2014,1,11
56791,2015,1,10
56791,2016,-1,2
56791,2016,1,11
56791,2017,1,2
56792,2015,1,1
56793,2017,1,2
56794,2017,1,1
56795,2014,1,1
56796,2015,1,1
56797,2014,1,2
56797,2016,1,1
56798,2016,-1,1
56798,2016,1,15
56798,2017,-1,4
56798,2017,1,16
56799,2014,1,11
56799,2015,-1,10
56799,2015,1,41
56799,2016,1,8
56799,2017,1,1
56800,2015,1,1
56802,2014,1,4
56802,2015,1,8
56802,2016,1,6
56802,2017,1,2
56803,2014,-1,1
56803,2014,1,7
56803,2015,1,7
56803,2016,1,10
56803,2017,-1,1
56803,2017,1,5
56804,2015,1,4
56805,2014,1,9
56805,2015,-1,4
56805,2015,1,11
56805,2016,1,15
56805,2017,1,9
56806,2015,1,1
56807,2016,1,1
56808,2016,1,1
56809,2014,1,3
56809,2015,1,4
56809,2016,1,1
56810,2014,1,1
56811,2017,1,2
56812,2014,1,1
56812,2015,1,5
56812,2016,1,1
56814,2015,1,1
56814,2016,1,4
56814,2017,1,1
56815,2015,1,3
56815,2016,1,2
56815,2017,1,6
56816,2016,1,2
56816,2017,1,18
56817,2016,-1,1
56817,2016,1,7
56817,2017,1,2
56818,2017,1,1
56819,2014,-1,1
56819,2014,1,28
56819,2015,-1,1
56819,2015,1,11
56819,2016,1,8
56819,2017,1,4
56820,2016,1,5
56821,2016,1,1
56822,2015,1,1
56823,2017,1,2
56824,2016,1,7
56825,2016,1,1
56826,2014,1,1
56826,2016,1,1
56827,2015,1,3
56828,2014,1,3
56828,2015,1,4
56828,2016,1,1
56829,2016,1,1
56830,2017,1,4
56831,2016,-1,1
56831,2016,1,12
56832,2015,1,1
56832,2016,1,1
56833,2015,1,1
56834,2017,1,3
56835,2016,1,5
56835,2017,1,3
56836,2014,1,2
56836,2016,1,1
56837,2016,1,1
56838,2014,1,1
56839,2014,1,2
56839,2016,1,1
56840,2014,1,1
56841,2014,1,14
56841,2016,1,2
56842,2017,-1,3
56842,2017,1,3
56843,2015,1,1
56845,2014,1,1
56846,2014,1,2
56847,2014,1,17
56848,2015,1,4
56849,2015,1,1
56849,2016,1,2
56850,2016,1,1
56850,2017,1,1
56851,2017,1,1
56852,2015,1,1
56852,2016,1,1
56852,2017,1,1
56853,2015,1,1
56853,2016,1,1
56854,2017,1,2
56855,2015,1,3
56856,2016,1,1
56857,2017,1,1
56858,2016,1,6
56859,2014,1,1
56860,2014,1,4
56860,2015,1,4
56860,2016,-1,1
56860,2016,1,7
56860,2017,-1,1
56860,2017,1,8
56862,2015,1,1
56863,2016,1,2
56864,2015,1,2
56865,2014,1,1
56866,2016,1,1
56867,2016,1,1
56870,2014,1,1
56870,2015,1,2
56870,2016,-1,2
56870,2016,1,1
56870,2017,1,1
56871,2015,1,1
56872,2016,1,1
56874,2015,1,1
56875,2016,1,1
56875,2017,1,1
56876,2016,1,1
56877,2017,1,1
56878,2015,-1,1
56879,2014,1,1
56879,2016,1,1
56880,2015,1,1
56881,2014,1,1
56882,2015,1,1
56883,2014,1,1
56883,2015,1,4
56884,2014,1,1
56884,2015,1,9
56884,2016,1,19
56884,2017,1,12
56885,2016,1,3
56886,2016,1,1
56887,2017,1,1
56888,2014,1,9
56888,2015,1,15
56888,2016,1,5
56889,2015,1,1
56890,2014,1,3
56892,2014,-1,1
56892,2014,1,10
56892,2015,1,20
56892,2016,-1,1
56892,2016,1,38
56892,2017,-1,1
56892,2017,1,17
56894,2015,1,1
56894,2017,1,1
56896,2014,1,4
56896,2015,1,1
56898,2014,-1,1
56898,2014,1,5
56898,2015,-1,1
56898,2015,1,19
56898,2016,1,17
56898,2017,1,1
56899,2015,-1,5
56899,2015,1,5
56900,2014,1,1
56900,2015,1,6
56900,2016,1,11
56900,2017,1,6
56901,2016,1,1
56902,2015,1,5
56903,2014,1,1
56906,2016,1,2
56906,2017,1,3
56907,2015,1,1
56908,2017,1,2
56909,2016,1,2
56910,2014,1,6
56910,2015,1,7
56910,2016,1,6
56911,2015,1,1
56911,2016,1,2
56913,2014,1,4
56913,2015,1,3
56914,2016,1,1
56916,2017,1,2
56917,2017,1,1
56918,2014,1,54
56918,2015,1,64
56918,2016,-1,1
56918,2016,1,37
56918,2017,1,5
56919,2014,1,4
56919,2015,1,5
56919,2016,-1,1
56919,2016,1,4
56920,2015,1,1
56921,2014,1,1
56922,2016,1,1
56924,2015,1,2
56924,2016,1,2
56924,2017,1,1
56926,2014,1,11
56927,2014,1,1
56927,2015,1,1
56928,2017,1,1
56929,2015,1,1
56930,2014,1,3
56931,2015,1,1
56932,2015,1,1
56933,2014,1,3
56933,2015,1,2
56933,2016,1,4
56933,2017,1,1
56935,2015,1,1
56935,2016,1,1
56936,2016,-1,1
56936,2016,1,11
56936,2017,-1,2
56936,2017,1,2
56937,2015,1,3
56937,2016,-1,1
56938,2014,1,6
56939,2015,1,1
56940,2016,1,1
56941,2015,1,1
56941,2017,1,1
56942,2015,1,1
56943,2016,1,1
56945,2014,1,2
56946,2015,1,1
56946,2016,1,1
56946,2017,1,1
56948,2015,1,2
56949,2015,1,2
56950,2015,1,1
56951,2015,1,2
56952,2014,1,4
56952,2015,1,8
56952,2016,1,1
56952,2017,1,2
56953,2016,1,2
56954,2014,1,6
56954,2015,1,3
56954,2016,1,2
56955,2014,1,1
56955,2015,1,1
56955,2016,1,1
56955,2017,1,1
56956,2015,-1,1
56957,2015,1,1
56958,2014,1,1
56959,2015,1,1
56960,2016,-1,1
56961,2016,1,1
56962,2016,1,4
56962,2017,-1,2
56962,2017,1,10
56963,2015,1,1
56964,2015,1,1
56965,2017,1,2
56966,2017,1,1
56967,2014,1,1
56968,2015,1,1
56969,2016,1,1
56970,2016,1,1
56971,2014,1,3
56971,2015,1,2
56971,2016,1,1
56972,2014,1,1
56972,2015,1,1
56972,2016,1,1
56973,2016,1,44
56974,2014,1,11
56974,2015,1,6
56974,2016,1,4
56975,2014,1,1
56977,2016,1,1
56978,2015,1,2
56978,2016,-1,5
56978,2016,1,9
56979,2017,1,1
56980,2015,1,2
56981,2016,1,1
56982,2015,1,1
56982,2016,1,2
56982,2017,1,1
56983,2016,1,1
56985,2014,-1,1
56985,2014,1,27
56986,2015,1,1
56986,2016,1,2
56987,2015,1,1
56987,2016,1,1
56988,2016,1,1
56989,2014,1,1
56989,2016,1,1
56989,2017,1,1
56990,2016,1,1
56992,2015,-1,1
56992,2015,1,12
56992,2016,-1,3
56992,2016,1,19
56992,2017,-1,1
56992,2017,1,7
56993,2014,-1,6
56993,2014,1,41
56993,2015,-1,3
56993,2015,1,26
56993,2016,-1,1
56993,2016,1,21
56993,2017,1,9
56994,2014,1,2
56994,2015,1,1
56994,2016,1,2
56995,2014,1,1
56996,2016,1,1
56999,2017,1,2
57001,2016,1,2
57002,2015,1,1
57003,2016,1,1
57004,2014,1,1
57005,2017,1,1
57007,2014,1,2
57007,2015,1,6
57007,2016,1,11
57007,2017,1,4
57008,2016,1,2
57009,2014,1,5
57009,2015,-1,1
57009,2015,1,11
57009,2016,-1,1
57009,2016,1,15
57009,2017,1,1
57010,2014,1,5
57010,2015,1,10
57010,2016,1,9
57010,2017,1,5
57011,2014,1,1
57012,2015,1,1
57013,2014,1,2
57013,2015,1,1
57013,2016,1,3
57013,2017,1,1
57014,2015,1,2
57015,2016,-1,1
57015,2016,1,3
57016,2014,1,1
57016,2015,1,1
57017,2016,1,1
57018,2014,1,2
57018,2015,1,1
57023,2015,1,1
57024,2015,1,1
57025,2016,-1,1
57025,2016,1,1
57026,2015,1,1
57026,2017,1,1
57027,2014,1,1
57028,2014,1,1
57029,2015,1,2
57030,2014,1,1
57030,2015,1,9
57030,2016,1,15
57030,2017,1,12
57031,2014,-1,88
57031,2014,1,169
57031,2015,-1,306
57031,2015,1,699
57031,2016,-1,246
57031,2016,1,530
57031,2017,-1,95
57031,2017,1,181
57032,2015,1,1
57032,2016,1,1
57035,2014,1,9
57036,2016,1,1
57037,2016,1,1
57038,2014,-1,5
57038,2014,1,3
57040,2015,1,1
57041,2014,1,1
57041,2016,-1,1
57041,2016,1,4
57042,2014,1,44
57042,2015,-1,1
57042,2015,1,45
57042,2016,1,62
57042,2017,1,12
57043,2016,1,2
57043,2017,1,1
57044,2014,1,1
57045,2016,-1,1
57047,2016,1,2
57048,2014,1,1
57050,2016,1,1
57051,2014,-1,3
57051,2014,1,73
57051,2015,1,64
57051,2016,-1,1
57051,2016,1,69
57051,2017,1,15
57052,2016,1,2
57052,2017,1,2
57053,2015,1,4
57053,2016,1,5
57053,2017,1,1
57054,2015,1,1
57055,2015,1,2
57056,2014,1,3
57056,2015,1,1
57057,2014,1,1
57060,2017,1,1
57062,2015,-1,3
57062,2015,1,16
57062,2016,-1,1
57062,2016,1,12
57062,2017,-1,1
57062,2017,1,4
57064,2016,1,1
57065,2016,1,1
57066,2016,1,2
57068,2016,1,3
57069,2016,1,6
57069,2017,1,11
57070,2017,1,1
57071,2015,1,1
57072,2016,1,1
57073,2016,1,6
57074,2016,1,21
57074,2017,1,1
57075,2015,1,1
57076,2015,1,4
57076,2016,1,4
57077,2014,1,5
57077,2015,1,2
57077,2016,1,1
57078,2016,1,1
57079,2014,1,1
57079,2015,1,4
57079,2016,1,7
57079,2017,1,13
57080,2015,1,1
57081,2014,-1,15
57081,2014,1,108
57081,2015,-1,20
57081,2015,1,72
57081,2016,-1,3
57081,2016,1,49
57081,2017,-1,1
57081,2017,1,14
57084,2014,1,12
57084,2015,1,19
57084,2016,1,13
57084,2017,1,4
57085,2016,1,1
57086,2015,1,1
57087,2016,1,1
57089,2015,1,1
57090,2016,1,1
57090,2017,1,1
57092,2014,-1,1
57092,2014,1,11
57092,2015,1,16
57092,2016,-1,1
57092,2016,1,15
57092,2017,1,3
57094,2016,1,2
57095,2014,1,1
57096,2017,1,3
57097,2015,1,1
57098,2016,1,1
57099,2016,1,1
57101,2015,1,1
57105,2015,1,1
57106,2014,1,1
57108,2016,1,1
57108,2017,1,1
57109,2016,1,3
57110,2014,1,4
57111,2016,-1,2
57111,2016,1,3
57112,2017,1,1
57113,2015,1,1
57114,2017,1,4
57115,2014,1,1
57116,2016,1,2
57116,2017,1,2
57117,2015,1,1
57117,2016,1,1
57117,2017,1,1
57119,2014,1,1
57120,2014,1,2
57121,2015,1,1
57122,2017,1,1
57123,2016,1,1
57124,2014,1,1
57125,2016,1,1
57126,2015,1,1
57127,2014,1,1
57128,2017,1,1
57129,2014,1,2
57129,2015,-1,2
57129,2015,1,4
57129,2016,1,5
57130,2017,1,2
57131,2015,1,2
57132,2014,1,2
57133,2015,1,1
57134,2016,1,5
57135,2014,-1,2
57135,2014,1,33
57135,2015,-1,3
57135,2015,1,34
57135,2016,1,8
57136,2014,-1,1
57136,2014,1,1
57137,2015,1,1
57138,2015,1,2
57139,2014,1,3
57145,2014,1,5
57145,2015,1,2
57145,2016,1,1
57145,2017,1,1
57146,2016,-1,1
57146,2016,1,1
57148,2016,1,1
57149,2016,1,3
57150,2015,1,2
57150,2016,-1,2
57150,2016,1,10
57151,2014,1,3
57152,2015,1,1
57153,2017,1,1
57154,2016,1,1
57155,2014,1,1
57157,2017,1,3
57158,2014,1,1
57159,2014,1,2
57159,2015,1,2
57159,2016,1,1
57160,2014,1,3
57160,2015,1,10
57160,2016,1,10
57160,2017,1,3
57162,2015,1,1
57163,2015,1,2
57164,2014,-1,2
57164,2014,1,14
57165,2015,-1,1
57165,2015,1,6
57166,2017,1,1
57167,2014,1,2
57167,2015,1,1
57167,2016,1,2
57168,2014,1,1
57169,2015,1,1
57170,2015,1,1
57171,2014,1,21
57171,2015,1,15
57171,2016,1,7
57171,2017,1,2
57172,2016,1,2
57173,2015,1,1
57174,2016,1,1
57175,2016,1,1
57176,2014,1,2
57176,2016,1,1
57177,2014,1,1
57178,2016,-1,1
57178,2016,1,1
57179,2015,1,1
57180,2014,1,1
57181,2014,1,1
57182,2014,1,5
57182,2015,1,1
57182,2016,1,1
57183,2014,1,1
57184,2016,1,1
57186,2014,1,3
57186,2015,1,11
57186,2016,-1,2
57186,2016,1,24
57186,2017,1,5
57187,2015,1,1
57189,2014,1,2
57189,2015,1,2
57190,2016,1,26
57191,2014,-1,1
57191,2016,1,1
57192,2014,-1,1
57192,2014,1,2
57192,2015,1,3
57192,2016,-1,1
57193,2016,1,1
57194,2015,1,1
57195,2014,1,1
57195,2015,1,1
57196,2016,1,1
57196,2017,1,1
57197,2016,1,1
57198,2017,-1,3
57198,2017,1,2
57199,2014,1,2
57199,2015,1,5
57199,2016,1,1
57200,2016,1,1
57201,2016,1,1
57202,2016,1,2
57203,2015,1,6
57204,2016,1,1
57206,2016,1,1
57207,2014,1,1
57208,2015,1,1
57210,2014,1,2
57210,2015,1,3
57210,2016,1,1
57211,2014,-1,1
57211,2014,1,1
57212,2014,1,7
57212,2015,-1,1
57212,2015,1,15
57213,2014,1,1
57213,2016,1,2
57213,2017,1,1
57214,2016,1,1
57215,2015,1,1
57216,2015,1,1
57218,2015,1,1
57219,2014,-1,1
57219,2014,1,13
57222,2016,1,1
57223,2014,1,4
57223,2015,1,5
57223,2016,1,5
57223,2017,1,2
57224,2015,1,1
57225,2016,1,2
57226,2014,1,1
57227,2016,1,1
57228,2015,1,1
57230,2016,1,1
57231,2017,1,1
57232,2016,1,3
57233,2015,1,3
57233,2016,1,3
57233,2017,-1,1
57233,2017,1,2
57234,2014,1,2
57234,2017,1,1
57235,2015,-1,1
57235,2015,1,28
57235,2016,-1,1
57235,2016,1,4
57236,2014,1,1
57236,2015,1,3
57236,2017,1,1
57237,2015,1,2
57238,2015,1,1
57239,2014,1,1
57241,2014,-1,2
57241,2014,1,13
57241,2015,1,11
57241,2016,1,16
57241,2017,1,4
57242,2015,1,1
57244,2016,1,1
57245,2014,1,1
57245,2016,1,1
57246,2014,1,2
57247,2014,1,1
57247,2015,-1,1
57247,2015,1,10
57247,2016,-1,2
57247,2016,1,13
57247,2017,1,10
57249,2015,1,1
57250,2015,1,2
57251,2016,1,2
57253,2016,1,1
57254,2014,1,3
57255,2014,1,3
57255,2015,1,1
57255,2017,1,6
57256,2014,1,1
57257,2017,1,1
57258,2014,-1,21
57258,2014,1,108
57258,2015,-1,9
57258,2015,1,83
57258,2016,-1,14
57258,2016,1,90
57258,2017,-1,6
57258,2017,1,23
57259,2014,1,1
57260,2016,1,1
57262,2015,1,1
57262,2016,1,12
57262,2017,1,3
57263,2015,1,1
57264,2014,1,1
57265,2016,1,1
57266,2016,1,1
57267,2015,1,1
57267,2016,1,1
57269,2015,1,1
57269,2016,1,1
57270,2014,1,3
57270,2015,1,23
57270,2016,1,21
57270,2017,1,2
57271,2016,1,1
57272,2015,1,1
57273,2016,-1,2
57274,2014,-1,1
57274,2014,1,1
57274,2015,1,1
57275,2014,1,1
57275,2017,1,6
57276,2015,1,3
57276,2016,1,2
57277,2015,1,21
57278,2016,1,2
57279,2017,1,1
57280,2014,1,1
57281,2016,-1,1
57282,2017,1,17
57283,2016,1,2
57284,2014,1,1
57285,2014,1,1
57285,2015,1,1
57285,2016,1,3
57285,2017,1,3
57286,2016,-1,1
57288,2016,1,1
57289,2016,1,1
57290,2015,1,1
57291,2015,1,3
57291,2016,1,5
57292,2016,1,3
57293,2017,1,1
57294,2016,-1,2
57295,2014,1,1
57296,2014,1,2
57296,2015,1,6
57296,2016,1,2
57297,2014,1,1
57297,2015,1,1
57299,2016,1,1
57300,2016,1,3
57301,2016,1,5
57301,2017,1,2
57303,2017,1,1
57304,2017,1,1
57305,2017,1,1
57306,2017,-1,1
57307,2014,1,1
57307,2015,-1,1
57307,2015,1,10
57307,2016,1,3
57307,2017,1,2
57308,2014,1,1
57308,2015,1,2
57309,2014,1,1
57310,2016,1,1
57313,2014,-1,1
57313,2014,1,8
57313,2015,1,4
57313,2016,1,1
57314,2016,1,2
57315,2015,1,1
57317,2017,1,1
57318,2017,1,1
57319,2015,-1,1
57320,2015,1,1
57321,2014,-1,2
57321,2014,1,2
57322,2016,1,1
57324,2016,1,1
57325,2014,1,9
57325,2015,-1,1
57325,2015,1,12
57325,2016,-1,3
57325,2016,1,12
57325,2017,-1,2
57325,2017,1,9
57326,2016,1,1
57328,2014,1,1
57328,2016,1,1
57329,2016,1,1
57329,2017,1,2
57330,2016,1,2
57331,2014,1,4
57331,2015,1,15
57331,2016,1,10
57331,2017,1,1
57332,2014,1,1
57333,2014,-1,1
57334,2015,1,1
57336,2015,1,1
57336,2016,1,3
57336,2017,1,1
57337,2014,1,1
57337,2015,1,3
57337,2016,1,3
57337,2017,1,2
57338,2017,1,2
57339,2015,1,6
57339,2016,1,1
57340,2014,1,3
57340,2015,1,1
57341,2015,1,1
57341,2016,1,2
57342,2016,1,1
57342,2017,1,2
57344,2016,1,1
57344,2017,1,1
57345,2014,1,10
57345,2015,-1,1
57345,2015,1,7
57345,2016,1,3
57346,2017,1,1
57347,2015,1,1
57350,2014,1,2
57351,2016,1,1
57352,2016,1,2
57354,2017,1,1
57355,2015,1,1
57356,2014,1,6
57356,2015,1,1
57356,2017,1,1
57357,2016,1,1
57359,2014,-1,1
57359,2014,1,1
57360,2016,1,3
57360,2017,1,2
57361,2015,1,1
57362,2017,1,1
57363,2014,1,1
57364,2015,1,1
57365,2015,1,1
57365,2016,1,3
57366,2016,1,2
57367,2016,1,1
57368,2015,1,5
57368,2016,1,1
57369,2016,1,1
57370,2015,1,5
57370,2016,-1,1
57370,2016,1,6
57370,2017,1,1
57371,2015,1,1
57372,2014,1,1
57373,2016,1,1
57374,2014,1,1
57376,2016,1,1
57377,2017,1,1
57378,2016,1,3
57380,2014,1,1
57381,2015,1,1
57382,2015,1,1
57383,2014,1,5
57385,2014,1,1
57386,2015,1,1
57387,2016,1,2
57388,2016,1,1
57389,2014,-1,1
57389,2014,1,2
57390,2014,-1,95
57390,2014,1,731
57390,2015,-1,60
57390,2015,1,626
57390,2016,-1,44
57390,2016,1,641
57390,2017,-1,16
57390,2017,1,199
57391,2015,-1,1
57391,2015,1,5
57391,2016,-1,2
57392,2014,-1,2
57392,2014,1,4
57392,2015,1,4
57392,2016,1,3
57392,2017,1,4
57393,2016,1,5
57393,2017,1,1
57394,2016,1,1
57395,2015,1,1
57395,2016,1,2
57395,2017,1,1
57396,2014,1,3
57396,2015,1,9
57397,2014,1,1
57398,2015,1,1
57399,2015,1,1
57399,2016,1,1
57400,2016,1,1
57401,2014,-1,12
57401,2014,1,174
57401,2015,-1,10
57401,2015,1,121
57401,2016,-1,13
57401,2016,1,99
57401,2017,-1,1
57401,2017,1,17
57402,2014,1,1
57403,2017,1,1
57404,2014,1,3
57404,2015,1,9
57404,2016,1,6
57404,2017,1,1
57405,2016,1,118
57405,2017,-1,1
57405,2017,1,76
57406,2014,1,1
57408,2015,1,3
57408,2016,1,1
57409,2016,1,1
57410,2014,1,2
57411,2016,1,2
57411,2017,1,1
57412,2014,1,1
57412,2016,1,2
57412,2017,1,1
57413,2015,1,1
57414,2016,1,3
57415,2014,1,13
57415,2015,1,19
57415,2016,1,11
57415,2017,1,4
57416,2017,1,3
57417,2016,1,2
57417,2017,-1,2
57417,2017,1,20
57418,2015,1,8
57419,2015,1,2
57420,2014,1,2
57420,2015,1,1
57420,2016,1,1
57421,2015,1,1
57421,2016,1,4
57421,2017,1,1
57424,2016,1,1
57425,2015,1,1
57426,2014,1,5
57426,2015,1,4
57426,2017,1,1
57427,2014,1,1
57428,2015,1,1
57430,2015,1,1
57430,2016,1,9
57430,2017,1,1
57431,2014,1,3
57431,2015,-1,1
57431,2015,1,2
57431,2016,1,2
57433,2015,1,1
57434,2016,-1,1
57434,2016,1,53
57434,2017,1,11
57435,2015,1,2
57436,2016,1,1
57437,2015,1,6
57438,2014,1,1
57439,2017,1,2
57440,2014,-1,22
57440,2014,1,92
57440,2015,-1,22
57440,2015,1,57
57440,2016,-1,9
57440,2016,1,33
57440,2017,-1,1
57440,2017,1,14
57441,2015,1,1
57442,2016,1,1
57443,2014,1,2
57444,2015,1,1
57446,2014,1,1
57447,2015,1,1
57448,2014,1,1
57449,2017,1,1
57452,2016,1,1
57454,2014,1,1
57455,2015,1,2
57456,2016,1,1
57457,2016,-1,4
57457,2016,1,23
57457,2017,1,1
57458,2014,1,1
57459,2016,1,1
57460,2016,1,1
57461,2016,1,2
57461,2017,1,1
57463,2017,1,1
57464,2016,1,1
57465,2014,1,2
57466,2015,1,2
57466,2016,1,21
57466,2017,1,6
57468,2015,1,1
57469,2015,1,1
57470,2014,-1,2
57470,2014,1,7
57470,2015,1,7
57470,2016,-1,2
57470,2016,1,4
57470,2017,1,1
57471,2014,1,2
57471,2015,1,1
57472,2016,1,1
57473,2015,1,1
57474,2015,1,1
57475,2016,1,1
57476,2015,1,1
57476,2017,1,1
57477,2015,1,1
57478,2017,1,1
57479,2015,1,2
57479,2016,1,1
57480,2015,1,1
57480,2016,1,1
57481,2015,1,2
57481,2016,1,3
57482,2014,1,1
57482,2015,1,1
57483,2015,1,2
57484,2016,1,1
57485,2014,1,1
57485,2015,1,1
57486,2016,1,1
57487,2015,1,1
57488,2014,1,1
57489,2015,1,1
57490,2017,1,1
57491,2014,1,1
57491,2015,-1,1
57491,2015,1,2
57491,2016,1,2
57491,2017,1,1
57492,2016,1,1
57492,2017,1,1
57494,2015,-1,1
57496,2014,1,1
57498,2016,1,6
57498,2017,1,3
57499,2016,1,1
57500,2016,1,2
57502,2016,1,1
57503,2014,1,2
57503,2016,1,2
57504,2016,1,1
57504,2017,1,2
57506,2014,1,5
57507,2016,1,2
57509,2014,1,1
57509,2015,1,1
57509,2016,1,2
57510,2014,1,1
57510,2015,1,3
57510,2016,1,2
57511,2014,1,3
57511,2015,1,4
57511,2016,1,16
57511,2017,-1,2
57511,2017,1,9
57512,2014,1,5
57512,2015,1,7
57512,2016,1,8
57512,2017,-1,1
57512,2017,1,5
57514,2017,1,1
57515,2016,1,1
57517,2017,1,1
57519,2014,1,8
57519,2015,1,6
57519,2016,1,7
57519,2017,1,2
57520,2015,1,4
57521,2016,1,1
57522,2015,1,3
57522,2016,1,3
57522,2017,1,1
57523,2015,1,1
57524,2015,1,3
57524,2016,1,6
57525,2015,1,1
57525,2016,1,2
57526,2014,-1,1
57527,2014,1,4
57527,2016,1,4
57528,2014,1,1
57529,2016,1,1
57530,2015,1,1
57530,2016,1,3
57530,2017,1,8
57533,2017,1,2
57534,2016,-1,1
57534,2016,1,3
57534,2017,1,5
57536,2014,1,1
57538,2014,1,7
57538,2015,1,4
57539,2014,1,13
57539,2015,-1,4
57539,2015,1,79
57539,2016,-1,3
57539,2016,1,72
57539,2017,-1,1
57539,2017,1,32
57540,2015,1,1
57540,2016,1,3
57540,2017,1,1
57541,2015,1,1
57543,2016,1,2
57544,2016,1,1
57545,2016,1,1
57546,2014,1,1
57546,2016,1,1
57547,2014,1,1
57548,2016,-1,1
57548,2016,1,3
57548,2017,1,1
57549,2015,1,1
57550,2015,-1,1
57550,2015,1,6
57550,2016,1,7
57550,2017,1,3
57551,2017,1,1
57552,2015,1,2
57552,2016,1,1
57553,2014,1,1
57553,2015,1,2
57554,2014,1,3
57554,2015,1,1
57555,2014,1,1
57557,2015,1,2
57558,2016,1,1
57560,2014,-1,1
57560,2014,1,15
57560,2015,1,23
57560,2016,1,21
57560,2017,1,4
57561,2016,1,13
57561,2017,-1,1
57562,2015,1,1
57564,2015,1,4
57565,2014,1,2
57565,2015,1,1
57566,2017,1,28
57567,2015,1,2
57568,2016,1,3
57569,2014,1,2
57570,2016,1,4
57570,2017,1,1
57572,2015,1,3
57572,2016,1,2
57572,2017,1,2
57573,2017,1,2
57574,2014,1,1
57575,2016,1,1
57576,2016,1,1
57577,2015,1,1
57578,2014,1,1
57580,2015,1,1
57580,2017,1,2
57581,2016,1,3
57582,2016,1,1
57583,2016,1,2
57583,2017,1,1
57584,2015,1,1
57585,2015,1,14
57585,2016,1,16
57586,2014,-1,13
57586,2014,1,25
57586,2015,-1,10
57586,2015,1,38
57586,2016,-1,1
57586,2016,1,2
57588,2014,1,1
57588,2015,1,1
57588,2016,1,1
57590,2014,1,6
57590,2015,1,3
57590,2016,1,5
